Class	DocDB Family ID	Serial no.	Title	Publication date
negative	21915928	EP1061812B1	FOOD PRODUCTS HAVING ENHANCED COCOA POLYPHENOL CONTENT AND PROCESSES FOR PRODUCING SAME	2009-08-26
negative	21915928	EP2090177A1	Food products having enhanced cocoa polyphenol content	2009-08-19
negative	21915928	JP2002505860A	Method for producing a food and it has a cocoa polyphenol content increased	2002-02-26
negative	21915928	PL345704A1	FOOD PRODUCTS HAVING ENHANCED COCOA POLYPHENOL CONTENT AND PROCESSES FOR PRODUCING SAME	2002-01-02
negative	21915928	RU2005134948A	DRY COCOA mixture comprising cocoa solids HIGH polyphenol content	2007-05-20
negative	21915928	RU2271115C2	FOODSTUFF WITH INCREASED COCOA POLYPHENOL CONTENT, METHOD FOR PRODUCTION THEREOF AND DIETARY ADDITIVE	2006-03-10
negative	21915928	RU2411742C2	DRY COCOA MIXTURE CONTAINING DRY COCOA SUBSTANCES WITH HIGH POLYPHENOL CONTENT	2011-02-20
negative	21915928	US20010007693A1	Food products having enhanced cocoa polyphenol content and processes for producing the same	2001-07-12
negative	21915928	US20020136819A1	Conserved concentrations of cocoa polyphenols by mixing carbohydrate or protein containing ingredients with a polyphenol conserving pretreatment ingredient and then with a cocoa polyphenol	2002-09-26
negative	21915928	US6194020B1	Process for preparing food products containing cocoa polyphenols	2001-02-27
negative	21915928	US6312753B1	Cocoa components, edible products having enriched polyphenol content, methods of making same and medical uses	2001-11-06
negative	21915928	US6399139B2	Food products having enhanced cocoa polyphenol content and processes for producing the same	2002-06-04
negative	21915928	US6582747B2	Conserved concentrations of cocoa polyphenols by mixing carbohydrate or protein containing ingredients with a polyphenol conserving pretreatment ingredient and then with a cocoa polyphenol	2003-06-24
negative	21915928	WO1999045788A1	FOOD PRODUCTS HAVING ENHANCED COCOA POLYPHENOL CONTENT AND PROCESSES FOR PRODUCING SAME	1999-09-16
negative	21915928	WO1999045788A8	FOOD PRODUCTS HAVING ENHANCED COCOA POLYPHENOL CONTENT AND PROCESSES FOR PRODUCING SAME	2000-02-24
negative	21952029	AT424117T	CALCIUMHALTIGER KAUGUMMI MIT MITTIGER FÜLLUNG	2009-03-15
negative	21952029	AU2003235571A1	CENTER-FILLED CHEWING GUM CONTAINING CALCIUM	2003-07-30
negative	21952029	AU2003235571B2	Center-filled chewing gum containing calcium	2008-02-14
negative	21952029	BR0307158A	Goma de mascar recheada contendo cálcio	2004-11-03
negative	21952029	CA2469156A1	CENTER-FILLED CHEWING GUM CONTAINING CALCIUM	2003-07-24
negative	21952029	CN1324978C	Chewing gum with filling containing calcium	2007-07-11
negative	21952029	CN1610506A	Center-filled chewing gum containing calcium	2005-04-27
negative	21952029	CO5590864A2	CHICLE CON CENTRO RELLENO QUE CONTIENE CALCIO	2005-12-30
negative	21952029	DK1465498T3	Chewing gum with filling in the center containing calcium	2009-06-29
negative	21952029	EP1465498A1	CENTER-FILLED CHEWING GUM CONTAINING CALCIUM	2004-10-13
negative	21952029	EP1465498B1	CENTER-FILLED CHEWING GUM CONTAINING CALCIUM	2009-03-04
negative	21952029	ES2324340T3	Filled chewing gum containing calcium.	2009-08-05
negative	21952029	JP2005514048A	The gum where the center which contains calcium fills up 	2005-05-19
negative	21952029	JP4447919B2	It consisted of the gum null outer hull part and the central restoration	2010-04-07
negative	21952029	MXPA04006976A	CENTER-FILLED CHEWING GUM CONTAINING CALCIUM.	2006-01-30
negative	21952029	RU2004124837A	Calcium-containing chewing gum FILLING filler	2005-04-20
negative	21952029	RU2297153C2	CALCIUM CONTAINING CHEWING GUM WITH FILLER	2007-04-20
negative	21952029	US20030138518A1	Shell portion and a centerfill portion containing calcium carbonate, calcium citrate, calcium lactate, calcium gluconate, calcium maleate, or calcium phosphate	2003-07-24
negative	21952029	US20080032020A1	Center-filled chewing gum containing a deliverable form of calcium	2008-02-07
negative	21952029	US7244455B2	Shell portion and a centerfill portion containing calcium carbonate, calcium citrate, calcium lactate, calcium gluconate, calcium maleate, or calcium phosphate	2007-07-17
negative	21952029	WO2003059082A1	CENTER-FILLED CHEWING GUM CONTAINING CALCIUM	2003-07-24
negative	21999249	AR013416A1	COMPOSICION PARA GOLOSINA COCIDA DURA Y METODO PARA ELIMINAR LA SENSACION BUCAL DESAGRADABLE DE DICHA COMPOSICION	2000-12-27
negative	21999249	AR022777A2	COMPOSICION DE GOLOSINA DURA COCIDA Y METODO PARA ELIMINAR LA SENSACION BUCAL DESAGRADABLE DE DICHA COMPOSICION.	2002-09-04
negative	21999249	AR022778A2	COMPOSICION DE GOMA DURA COCIDA Y METODO PARA ELIMINAR LA SENSACION BUCAL DESAGRADABLE DE DICHA COMPOSICION	2002-09-04
negative	21999249	AT250347T	WIRKSTOFF ENTHALTENDE GESCHMACKMODIFIZIERTE HARTE KONFEKTPRODUKTE	2003-10-15
negative	21999249	AT307492T	WIRKSTOFF ENTHALTENDE GESCHMACKMODIFIZIERTE HARTE KONFEKTPRODUKTE	2005-11-15
negative	21999249	AU755249B2	Taste modified hard confectionery compositions containing functional ingredients	2002-12-05
negative	21999249	AU8777298A	Taste modified hard confectionery compositions containing functional ingredients	1999-03-08
negative	21999249	BR9811902A	Compostos de confeito pesado com sabor modificado contendo ingredientes funcionais	2000-08-15
negative	21999249	CA2293365A1	TASTE MODIFIED HARD CONFECTIONERY COMPOSITIONS CONTAINING FUNCTIONAL INGREDIENTS	1999-02-25
negative	21999249	CA2293365C	TASTE MODIFIED HARD CONFECTIONERY COMPOSITIONS CONTAINING FUNCTIONAL INGREDIENTS	2003-06-03
negative	21999249	CN1090458C	Taste modified hard confectionery compositions containing functional ingredients	2002-09-11
negative	21999249	CN1265562A	Taste modified hard confectionery compositions containing functional ingredients	2000-09-06
negative	21999249	DE69818483T2	Contains an active substance taste modified hard confectionery products	2004-07-22
negative	21999249	DE69832111T2	Contains an active substance taste modified hard confectionery products	2006-07-27
negative	21999249	DK1003382T3	Taste modified hard confectionery compositions containing functional ingredients	2004-02-09
negative	21999249	EA003638B1	TASTE MODIFIED HARD CONFECTIONARY COMPOSITIONS CONTAINING FUNCTIONAL INGREDIENTS	2003-08-28
negative	21999249	EA200000193A1	ТВЕРДЫЕ КОНДИТЕРСКИЕ КОМПОЗИЦИИ, СОДЕРЖАЩИЕ ФУНКЦИОНАЛЬНЫЕ КОМПОНЕНТЫ, С МОДИФИЦИРОВАННЫМ ВКУСОМ	2000-10-30
negative	21999249	EP1003382A1	TASTE MODIFIED HARD CONFECTIONERY COMPOSITIONS CONTAINING FUNCTIONAL INGREDIENTS	2000-05-31
negative	21999249	EP1003382B1	TASTE MODIFIED HARD CONFECTIONERY COMPOSITIONS CONTAINING FUNCTIONAL INGREDIENTS	2003-09-24
negative	21999249	ES2206974T3	Hard confectionery compositions with modified flavor containing functional ingredients.	2004-05-16
negative	21999249	ES2252595T3	Product compositions modificiado hard confectionery flavor containing functional ingredients.	2006-05-16
negative	21999249	HK1029496A1	TASTE MODIFIED HARD CONFECTIONERY COMPOSITIONS CONTAINING FUNCTIONAL INGREDIENTS	2003-05-02
negative	21999249	HU0002806A2	TASTE MODIFIED HARD CONFECTIONERY COMPOSITIONS CONTAINING FUNCTIONAL INGREDIENTS	2001-02-28
negative	21999249	HU0002806A3	TASTE MODIFIED HARD CONFECTIONERY COMPOSITIONS CONTAINING FUNCTIONAL INGREDIENTS	2001-03-28
negative	21999249	IN190783B	A method of manufacturing an improved confectionery composition	2003-08-23
negative	21999249	JP2001514870A	The sense of taste which contains the functional component the hard confection constituent qualification	2001-09-18
negative	21999249	JP4146995B2	The sense of taste which contains the functional component the hard confection constituent null qualification	2008-09-10
negative	21999249	PL338548A1	COMPOSITION CONTAINING FUNCTIONAL INGREDIENTS FOR MAKING HARD CONFECTIONERY PRODUCTS OF MODIFIED TASTE	2000-11-06
negative	21999249	PT1003382E	COMPOSICOES DE ARTIGOS DE CONFEITARIA DUROS COM SABOR MODIFICADO CONTENDO INGREDIENTES FUNCIONAIS	2004-02-27
negative	21999249	US20010006699A1	Partially hydrogenated vegetable oils or saturated fats suppress unpleasant mouthfeel of botanicals such as Echinacea in a confectionary base, such as in nutraceuticals	2001-07-05
negative	21999249	US20120141654A1	TASTE MODIFIED HARD CONFECTIONERY COMPOSITIONS CONTAINING FUNCTIONAL INGREDIENTS	2012-06-07
negative	21999249	US6242019B1	Taste modified hard confectionery compositions containing functional ingredients	2001-06-05
negative	21999249	US8092826B2	Partially hydrogenated vegetable oils or saturated fats suppress unpleasant mouthfeel of botanicals such as Echinacea in a confectionary base, such as in nutraceuticals	2012-01-10
negative	21999249	WO1999008543A1	TASTE MODIFIED HARD CONFECTIONERY COMPOSITIONS CONTAINING FUNCTIONAL INGREDIENTS	1999-02-25
negative	22016003	AT413873T	PROANTHOCYANIDINHALTIGES PFLANZENEXTRAKT FÜR DIE HEMMUNG VON P-TYPE FIMBRIAE-BAKTERIELLER ADHÄSION AN OBERFLÄCHEN	2008-11-15
negative	22016003	AU744527B2	Plant proanthocyanidin extract effective at inhibiting adherence of bacteria with P-type fimbriae to surfaces	2002-02-28
negative	22016003	AU9129698A	Plant proanthocyanidin extract effective at inhibiting adherence of bacteria with p-type fimbriae to surfaces	1999-03-29
negative	22016003	CA2302743A1	PLANT PROANTHOCYANIDIN EXTRACT EFFECTIVE AT INHIBITING ADHERENCE OF BACTERIA WITH P-TYPE FIMBRIAE TO SURFACES	1999-03-18
negative	22016003	CA2302743C	PLANT PROANTHOCYANIDIN EXTRACT EFFECTIVE AT INHIBITING ADHERENCE OF BACTERIA WITH P-TYPE FIMBRIAE TO SURFACES	2012-11-06
negative	22016003	DK1014969T3	Plant proanthocyanidin extract which is effective to inhibit adherence of bacteria with P-type fimbriae to surfaces	2009-03-16
negative	22016003	EP1014969A1	PLANT PROANTHOCYANIDIN EXTRACT EFFECTIVE AT INHIBITING ADHERENCE OF BACTERIA WITH P-TYPE FIMBRIAE TO SURFACES	2000-07-05
negative	22016003	EP1014969A4	PLANT PROANTHOCYANIDIN EXTRACT EFFECTIVE AT INHIBITING ADHERENCE OF BACTERIA WITH P-TYPE FIMBRIAE TO SURFACES	2004-09-15
negative	22016003	EP1014969B1	PLANT PROANTHOCYANIDIN EXTRACT EFFECTIVE AT INHIBITING ADHERENCE OF BACTERIA WITH P-TYPE FIMBRIAE TO SURFACES	2008-11-12
negative	22016003	ES2318874T3	Extract effective to inhibit attachment to surfaces of bacteria with fimbriae p-type plant proanthocyanidin.	2009-05-01
negative	22016003	IL134904D0	PLANT PROANTHOCYANIDIN EXTRACT EFFECTIVE AT INHIBITING ADHERENCE OF BACTERIA WITH P-TYPE FIMBRIAE TO SURFACES	2001-05-20
negative	22016003	JP2001515860A	Plant proanthocyanidin extract effective in the inhibition of adhesion to the surface of the bacteria having a P-type fimbriae	2001-09-25
negative	22016003	PL339144A1	PROANTOCYANIDIN CONTAINING PLANT EXTRACT EFFICIENTLY INHIBITING ADHERENCE OF BACTERIA WITH P-TYPE FIMBRIAE TO SURFACES	2000-12-04
negative	22016003	PT1014969E	PLANT PROANTHOCYANIDIN EXTRACT EFFECTIVE AT INHIBITING ADHERENCE OF BACTERIA WITH P-TYPE FIMBRIAE TO SURFACES	2009-02-17
negative	22016003	US20030203962A1	Purified plant proanthocyanidin extract, capable of inhibiting agglutination of P-type Escherichia coli and not capable of inhibiting agglutination of type 1 Escherichia coli; proanthocyanidin having 4-12 epicatechin flavanoid units	2003-10-30
negative	22016003	US20040156925A1	prevention and treatment of urinary tract infections caused by P-type Escherichia coli. reducing pathogenicity of P-type E. coli in the digestive tracts of cattle and reducing P-type E. coli contamination in ground meat, detection	2004-08-12
negative	22016003	US6608102B1	Plant proanthocyanidin extract effective at inhibiting adherence of bacteria with P-type fimbriae to surfaces	2003-08-19
negative	22016003	US6720353B2	Purified plant proanthocyanidin extract, capable of inhibiting agglutination of P-type Escherichia coli and not capable of inhibiting agglutination of type 1 Escherichia coli; proanthocyanidin having 4-12 epicatechin flavanoid units	2004-04-13
negative	22016003	WO1999012541A1	PLANT PROANTHOCYANIDIN EXTRACT EFFECTIVE AT INHIBITING ADHERENCE OF BACTERIA WITH P-TYPE FIMBRIAE TO SURFACES	1999-03-18
negative	22099123	AU2557899A	Methods of infusing phytochemicals, nutraceuticals, and other compositions into food products	1999-08-02
negative	22099123	US6440449B1	INCREASING BRIX OF OSMOTIC DEHYDRATION SOLUTION; INCUBATING FRUIT, VEGETABLES, JUICES OR MEAT WITH FLAVOR, COLOR, NUTRIENT, OR DRUG; PREVENTING CANCER, CARDIOVASCULAR DISORDERS, OR ALZHEIMER*S DISEASE	2002-08-27
negative	22099123	WO1999035917A1	METHODS OF INFUSING PHYTOCHEMICALS, NUTRACEUTICALS, AND OTHER COMPOSITIONS INTO FOOD PRODUCTS	1999-07-22
negative	22102950	AT269003T	UMHÜLLTE KNUSPERIGE SÜSSWARE AUF STÄRKEBASIS UND VERFAHREN ZUR HERSTELLUNG	2004-07-15
negative	22102950	AU3872199A	Coated confectionery having a crispy starch based center and method of preparation	1999-11-23
negative	22102950	AU745462B2	Coated confectionery having a crispy starch based center and method of preparation	2002-03-21
negative	22102950	BR9910148A	Confeito coberto tendo um centro à base de amido encrespado e método de preparação	2001-01-09
negative	22102950	CA2331127A1	COATED CONFECTIONERY HAVING A CRISPY STARCH BASED CENTER AND METHOD OF PREPARATION	1999-11-11
negative	22102950	CN1126463C	Song has a crisp starch base material sandwich coating sugar food and preparation method thereof	2003-11-05
negative	22102950	CN1303237A	Song has a crisp starch base material sandwich coating sugar food and preparation method thereof	2001-07-11
negative	22102950	DE69918092T2	Coated crispy starch-based confectionery product and method for producing	2005-07-07
negative	22102950	EP1073344A1	COATED CONFECTIONERY HAVING A CRISPY STARCH BASED CENTER AND METHOD OF PREPARATION	2001-02-07
negative	22102950	EP1073344B1	COATED CONFECTIONERY HAVING A CRISPY STARCH BASED CENTER AND METHOD OF PREPARATION	2004-06-16
negative	22102950	JP2002512820A	The kalium kalium which designates the starch as the main component the coating which possesses the core which is done the candies and the recipe which are done	2002-05-08
negative	22102950	US6207207B1	FORMING AND DRYING A STARCH CENTER, REHUMIDIFYING SO THAT THE SUBSEQUENTLY APPLIED OUTER, HARD PANNED SUCROSE SYRUP SHELL COATING DOES NOT CRACK	2001-03-27
negative	22102950	US6555150B1	Starch based center with a thin continuous rigid outer coating; integrity of the thin continuous rigid outer coating is maintained even after prolonged storage; shelf life	2003-04-29
negative	22102950	WO1999056561A1	COATED CONFECTIONERY HAVING A CRISPY STARCH BASED CENTER AND METHOD OF PREPARATION	1999-11-11
negative	22223084	AU3579599A	Vitamin powders for beverage applications	2000-01-13
negative	22223084	AU762186B2	Vitamin powders for beverage applications	2003-06-19
negative	22223084	BR9902623A	Pós com vitamina para aplicações em bebidas	2000-05-16
negative	22223084	BR9902623B1	composições em pó e em emulsão com vitaminas, comprimido efervescente, bebida e método de produção da composição em pó.	2012-11-27
negative	22223084	CA2275858A1	VITAMIN POWDERS FOR BEVERAGE APPLICATIONS	1999-12-24
negative	22223084	CA2275858C	VITAMIN POWDERS FOR BEVERAGE APPLICATIONS	2009-04-14
negative	22223084	CN1197558C	Vitamin powder for beverage	2005-04-20
negative	22223084	CN1240133A	Vitamin powder for beverage	2000-01-05
negative	22223084	DE69935946T2	Vitamin powder for use for beverages	2007-09-06
negative	22223084	EP0966889A1	VITAMIN POWDERS FOR BEVERAGE APPLICATIONS	1999-12-29
negative	22223084	EP0966889B1	VITAMIN POWDERS FOR BEVERAGE APPLICATIONS	2007-05-02
negative	22223084	ES2285805T3	Powdered vitamins and its application to drinks.	2007-11-16
negative	22223084	ES2642089T3	Powdered vitamins and its application to drinks	2017-11-15
negative	22223084	ID23269A	SERBUK-SERBUK VITAMIN UNTUK MINUMAN	2000-04-05
negative	22223084	JP2000026291A	VITAMIN POWDER FOR APPLICATION TO BEVERAGE	2000-01-25
negative	22223084	JP4414509B2	Vitamin powder for beverage application	2010-02-10
negative	22223084	KR100600910B1	VITAMIN POWDERS FOR BEVERAGE APPLICATIONS	2006-07-13
negative	22223084	KR20000016888A	VITAMIN POWDERS FOR BEVERAGE APPLICATIONS	2000-03-25
negative	22223084	MX228759B	VITAMINAS EN POLVO Y SU APLICACION A LAS BEBIDAS.	2005-06-28
negative	22223084	MX9905889A	VITAMINAS EN POLVO Y SU APLICACION A LAS BEBIDAS.	2000-03-31
negative	22223084	NO316352B1	Vitaminpulvere samt fremgangsmåte for fremstilling derav, brusende tablettinneholdende det samme, samt anvendelse i drikkevareapplikasjoner	2004-01-19
negative	22223084	NO993123A	Vitaminpulvere for drikkevare-applikasjoner	1999-12-27
negative	22223084	NO993123D0	Vitaminpulvere for drikkevare-applikasjoner	1999-06-23
negative	22223084	NO993123L	Vitaminpulvere for drikkevare-applikasjoner	1999-12-27
negative	22223084	TW587922B	Vitamin powders for beverage applications	2004-05-21
negative	22223084	US6162474A	DROPLETS OF A FAT SOLUBLE VITAMIN WHICH DROPLETS AVERAGE ABOUT 70 TO ABOUT 200 NANOMETERS IN DIAMETER, AND WHICH ARE DISPERSED IN A MODIFIED POLYSACCHARIDE MATRIX	2000-12-19
negative	22349184	AR019753A1	PRODUCTOS ALIMENTICIOS FORTIFICADOS Y PROCEDIMIENTO PARA OBTENER DICHOS PRODUCTOS	2002-03-13
negative	22349184	AT264069T	VERSTÄRKUNG VON NAHRUNGSMITTELN	2004-04-15
negative	22349184	AU4512899A	Fortification of foodstuff	2000-02-01
negative	22349184	AU751510B2	Fortification of foodstuff	2002-08-15
negative	22349184	BR9912030A	Fortificação de gêneros alimentìcios	2001-04-03
negative	22349184	CA2334489A1	FORTIFICATION OF FOODSTUFF	2000-01-20
negative	22349184	CN1129371C	Fortification of foodstuff	2003-12-03
negative	22349184	CN1309538A	Fortification of foodstuff	2001-08-22
negative	22349184	DE69916454T2	Amplification of food	2005-04-14
negative	22349184	DK1096864T3	fortified födemidler	2004-07-19
negative	22349184	EP1096864A1	FORTIFICATION OF FOODSTUFF	2001-05-09
negative	22349184	EP1096864B1	FORTIFICATION OF FOODSTUFF	2004-04-14
negative	22349184	ES2219025T3	Fortification of foodstuffs.	2004-11-16
negative	22349184	HK1039259A1	FORTIFICATION OF FOODSTUFF	2004-05-28
negative	22349184	ID29387A	FORTIFIKASI BAHAN MAKANAN	2001-08-30
negative	22349184	JP2002520004A	Strengthening of food	2002-07-09
negative	22349184	NO20010070A	Beriking av et næringsmiddel	2001-01-05
negative	22349184	NO20010070D0	Beriking av et næringsmiddel	2001-01-05
negative	22349184	NO20010070L	Beriking av et næringsmiddel	2001-01-05
negative	22349184	NO318465B1	Beriking av et naeringsmiddel og fremgangsmate for fremstilling derav.	2005-03-21
negative	22349184	NZ508197A	Fortification of foodstuff with a blend of calcium carbonate, calcium lactate and glucuronic acid	2003-08-29
negative	22349184	PT1096864E	FORTALECIMENTO DE GENEROS ALIMENTICIOS	2004-09-30
